epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.2693,2.19577,2.83144,1.99071,0.97477,1,0.995,0.67696,1.15071,0.58527,1.08967,0.0002,0.0002,0.0002
2,69.8581,1.7753,1.59076,1.66381,0.91241,1,0.995,0.67738,1.24872,0.73348,1.11244,0.000411684,0.000411684,0.000411684
3,99.6384,1.67623,1.32889,1.64068,0.89043,1,0.995,0.67351,1.12057,1.34924,1.08282,0.000614656,0.000614656,0.000614656
4,133.895,1.50014,1.34347,1.50217,0.98452,1,0.995,0.60452,1.37534,0.87138,1.2363,0.000808916,0.000808916,0.000808916
5,166.142,1.84213,1.49605,1.76565,0.98897,1,0.995,0.64364,1.28672,0.75778,1.23523,0.000994464,0.000994464,0.000994464
6,197.007,1.52345,1.2162,1.4485,0.98933,1,0.995,0.62006,1.24173,0.71002,1.15106,0.0011713,0.0011713,0.0011713
7,226.458,1.32546,1.08697,1.34028,0.98756,1,0.995,0.6445,1.31633,0.80677,1.18678,0.00133942,0.00133942,0.00133942
8,258.704,1.35947,1.10812,1.33305,0.87284,0.875,0.935,0.61461,1.30128,0.87579,1.18583,0.00149884,0.00149884,0.00149884
9,291.995,1.25588,0.99857,1.31439,0.88642,0.97775,0.93944,0.56888,1.33254,0.84532,1.28081,0.00164954,0.00164954,0.00164954
10,325.713,1.3659,1.0549,1.32169,0.79462,1,0.945,0.5419,1.52896,0.87346,1.42454,0.0016436,0.0016436,0.0016436
11,359.927,1.36969,1.15087,1.47281,0.97403,1,0.995,0.46772,1.4947,0.81204,1.36343,0.001604,0.001604,0.001604
12,391.498,1.18554,0.87899,1.25768,1,0.94033,0.995,0.51553,1.70139,0.81402,1.48352,0.0015644,0.0015644,0.0015644
13,421.564,1.3801,1.03915,1.40152,0.8687,1,0.98167,0.52831,1.66467,0.85782,1.44878,0.0015248,0.0015248,0.0015248
14,451.745,1.16552,0.91927,1.22751,0.99445,1,0.995,0.61377,1.52069,0.80281,1.42196,0.0014852,0.0014852,0.0014852
15,482.284,1.16828,0.8881,1.27402,0.97385,1,0.995,0.69421,1.15199,0.86917,1.26148,0.0014456,0.0014456,0.0014456
16,512.736,1.13606,0.86545,1.2039,0.97911,0.875,0.98167,0.63755,1.31488,0.97628,1.33678,0.001406,0.001406,0.001406
17,544.179,1.2314,0.89548,1.27309,0.9845,0.875,0.94885,0.56535,1.49146,0.95605,1.39218,0.0013664,0.0013664,0.0013664
18,577.316,1.16393,0.83563,1.22745,0.98467,1,0.995,0.62715,1.45939,0.78554,1.50155,0.0013268,0.0013268,0.0013268
19,607.74,1.1388,0.84989,1.22698,0.98586,1,0.995,0.6868,1.06255,0.63833,1.18103,0.0012872,0.0012872,0.0012872
20,637.804,1.09607,0.85175,1.23487,0.98667,1,0.995,0.59188,1.45873,0.7455,1.33533,0.0012476,0.0012476,0.0012476
21,668.556,1.07939,0.78682,1.18747,0.98223,1,0.995,0.61727,1.42194,0.75054,1.29667,0.001208,0.001208,0.001208
22,698.15,1.05725,0.80365,1.17936,0.87164,1,0.93944,0.68328,1.1572,0.82677,1.18726,0.0011684,0.0011684,0.0011684
23,728.459,0.93525,0.96843,1.07294,0.97405,1,0.995,0.58545,1.50728,0.82265,1.36331,0.0011288,0.0011288,0.0011288
24,758.531,1.1999,1.0038,1.28385,0.98688,1,0.995,0.61473,1.36575,0.65548,1.34815,0.0010892,0.0010892,0.0010892
25,788.155,1.13878,0.80584,1.20816,0.99079,1,0.995,0.61892,1.38401,0.70552,1.37984,0.0010496,0.0010496,0.0010496
26,817.897,1.01277,0.78717,1.15544,0.98769,1,0.995,0.67924,1.36458,0.75533,1.3003,0.00101,0.00101,0.00101
27,852.222,0.99283,0.71534,1.14183,0.98829,1,0.995,0.66245,1.33921,0.72101,1.26288,0.0009704,0.0009704,0.0009704
28,885.475,1.00702,0.73702,1.15483,0.99091,1,0.995,0.66711,1.44849,0.68562,1.29292,0.0009308,0.0009308,0.0009308
29,918.867,1.01344,0.76972,1.14466,0.99135,1,0.995,0.66475,1.42401,0.6195,1.27492,0.0008912,0.0008912,0.0008912
30,953.845,0.98601,0.73119,1.16078,0.99286,1,0.995,0.62801,1.46529,0.65923,1.32537,0.0008516,0.0008516,0.0008516
31,991.473,0.93943,0.71247,1.10447,0.99241,1,0.995,0.67082,1.27662,0.61008,1.27175,0.000812,0.000812,0.000812
32,1026.63,1.05452,0.75914,1.18528,0.99102,1,0.995,0.56293,1.33242,0.65936,1.19018,0.0007724,0.0007724,0.0007724
33,1066.16,0.95362,0.71273,1.11501,0.99152,1,0.995,0.57015,1.28968,0.64309,1.15562,0.0007328,0.0007328,0.0007328
34,1100.99,0.85286,0.63919,1.07274,0.99227,1,0.995,0.66556,1.23926,0.61127,1.17339,0.0006932,0.0006932,0.0006932
35,1138.36,0.88004,0.60923,1.06635,0.99224,1,0.995,0.63252,1.32733,0.70713,1.23233,0.0006536,0.0006536,0.0006536
36,1183.73,1.0015,0.70028,1.14136,0.99248,1,0.995,0.60861,1.43569,0.66074,1.24746,0.000614,0.000614,0.000614
37,1228.03,0.88561,0.64988,1.08333,0.99257,1,0.995,0.63829,1.30555,0.60575,1.18321,0.0005744,0.0005744,0.0005744
38,1268.46,0.91527,0.67102,1.09795,0.99221,1,0.995,0.66581,1.23153,0.60134,1.15259,0.0005348,0.0005348,0.0005348
39,1300.42,0.90351,0.66593,1.07872,0.99223,1,0.995,0.6373,1.32019,0.6109,1.182,0.0004952,0.0004952,0.0004952
40,1331.69,0.93273,0.79775,1.13212,0.99229,1,0.995,0.59701,1.50553,0.6469,1.29649,0.0004556,0.0004556,0.0004556
41,1365.17,0.80201,0.57038,1.04291,0.99227,1,0.995,0.58658,1.55471,0.64341,1.32653,0.000416,0.000416,0.000416
42,1397.54,0.7622,0.57836,1.04211,0.99217,1,0.995,0.58774,1.58424,0.67006,1.32953,0.0003764,0.0003764,0.0003764
43,1429.8,0.71526,0.49657,0.99315,0.99215,1,0.995,0.59519,1.55462,0.63703,1.34329,0.0003368,0.0003368,0.0003368
44,1461.98,0.6768,0.47132,0.95793,0.99256,1,0.995,0.64794,1.47332,0.60578,1.2962,0.0002972,0.0002972,0.0002972
45,1494.53,0.72225,0.47541,0.96089,0.99242,1,0.995,0.63982,1.47942,0.62029,1.28289,0.0002576,0.0002576,0.0002576
46,1526.72,0.68244,0.45079,0.92563,0.99289,1,0.995,0.60966,1.53518,0.64565,1.29137,0.000218,0.000218,0.000218
47,1558.25,0.62151,0.43878,0.93545,0.99287,1,0.995,0.59943,1.54301,0.66473,1.28403,0.0001784,0.0001784,0.0001784
48,1598.94,0.63516,0.45132,0.93605,0.99294,1,0.995,0.62352,1.47168,0.61953,1.25595,0.0001388,0.0001388,0.0001388
49,1638.65,0.65556,0.44529,0.96429,0.99263,1,0.995,0.63563,1.41575,0.5936,1.23878,9.92e-05,9.92e-05,9.92e-05
50,1687.91,0.70217,0.44304,1.00432,0.99306,1,0.995,0.63576,1.37931,0.55366,1.22215,5.96e-05,5.96e-05,5.96e-05
